��textbox24,textbox19,textbox5,DISTANCE_KONTROLA_0_1,DISTANCE_KONTROLA_NOT_0_1,OBISK_2,textbox4,textbox15,textbox18,textbox23,textbox25,OBISK_1,NAPRAVA,IME_VOZNIKA,TIME_RECEIVED_MIN,TIME_RECEIVED_MAX,StopTime,NASLOV,DISTANCE_KONTROLA_0,DISTANCE_KONTROLA_NOT_0,OBISK
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:18:30,16.10.2018 20:18:30,0:00:00,"HRVATSKA: KARLOVAC, ANTUNA GUSTAVA MATO`A",0,0,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:18:30,16.10.2018 20:18:30,,RUDMAN COMMERCE: Karlovac GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:18:30,16.10.2018 20:18:30,,RUDMAN COMMERCE: Karlovac (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:18:30,16.10.2018 20:21:48,0:03:18,"HRVATSKA: KARLOVAC, MARINA DR}IA",0,481,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:18:30,16.10.2018 20:21:48,,RUDMAN COMMERCE: Karlovac (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:18:30,16.10.2018 20:21:48,,RUDMAN COMMERCE: Karlovac GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:24:57,16.10.2018 20:25:29,0:00:32,"HRVATSKA: KARLOVAC, PRILAZ VEESLAVA HOLJEVCA",0,2.941,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 20:44:44,16.10.2018 20:48:08,0:03:24,"HRVATSKA: JASTREBARSKO, ",0,19.946,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 21:38:20,16.10.2018 23:01:08,1:22:48,"HRVATSKA: RUGVICA, DUGOSELSKA ULICA",0,56.595,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 21:38:20,16.10.2018 23:01:08,,"Rugvica, Skladia",,,
"e TRAST""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 23:35:43,16.10.2018 23:36:21,0:00:38,"HRVATSKA: ABDIN, D310",0,52.552,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,16.10.2018,1:32:10,0,159.329,3,KA 577-GK,,16.10.2018 23:58:21,16.10.2018 23:59:51,0:01:30,"HRVATSKA: KARLOVAC, PRILAZ VEESLAVA HOLJEVCA",0,26.814,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 00:00:00,17.10.2018 00:00:00,0:00:00,"HRVATSKA: KARLOVAC, PRILAZ VEESLAVA HOLJEVCA",0,0,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 02:01:23,17.10.2018 02:01:56,0:00:33,"HRVATSKA: DERINGAJ, D1",0,154.914,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 03:41:05,17.10.2018 03:43:17,0:02:12,"HRVATSKA: SINJ, SPLITSKA",0,124.165,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:05:40,17.10.2018 04:06:22,0:00:42,"HRVATSKA: SOLIN, D8",0,28.641,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:08:57,17.10.2018 04:15:09,0:06:12,"HRVATSKA: SPLIT, MAGISTRALA-SOLIN",0,1.461,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:08:57,17.10.2018 04:15:09,,P.S.C. Dalmacija: Split: (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:08:57,17.10.2018 04:15:09,,P.S.C. Dalmacija: Split: GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:19:02,17.10.2018 04:19:52,0:00:50,"HRVATSKA: SPLIT, HERCEGOVAKA ULICA",0,3.492,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:21:27,17.10.2018 04:29:41,0:08:14,"HRVATSKA: SPLIT, ULICA STINICE",0,642,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:21:27,17.10.2018 04:29:41,,G.T. AUTOMOBILI: Split: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:21:27,17.10.2018 04:29:41,,G.T. AUTOMOBILI: Split: RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:32:50,17.10.2018 04:36:22,0:03:32,"HRVATSKA: SPLIT, MOSTARSKA ULICA",0,2.155,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:32:50,17.10.2018 04:36:22,,"Balinjera, Split, Fiat",,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:32:50,17.10.2018 04:36:22,,"AUTO DAVOR, Split, Peugeot",,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:32:50,17.10.2018 04:36:22,,AUTOSERVIS OLUJI: Split: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:32:50,17.10.2018 04:36:22,,AUTOSERVIS OLUJI: Split: RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:41:49,17.10.2018 05:08:23,0:26:34,"HRVATSKA: SPLIT, ",0,3.652,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:41:49,17.10.2018 05:08:23,,GA`PEROV: Split: RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:41:49,17.10.2018 05:08:23,,GA`PEROV: Split: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 04:41:49,17.10.2018 05:08:23,,"Autocommerce Hrvatska, Split, Fiat",,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:10:39,17.10.2018 05:21:10,0:10:31,"HRVATSKA: SPLIT, PUT TR`ENICE",0,1.107,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:10:39,17.10.2018 05:21:10,,GA`PEROV: Split: (RN),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:10:39,17.10.2018 05:21:10,,GA`PEROV: Split: RN,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:25:48,17.10.2018 05:26:32,0:00:44,"HRVATSKA: SPLIT, SOLINSKA ULICA",0,4.026,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:25:48,17.10.2018 05:26:32,,P.S.C. Dalmacija: Split: (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:25:48,17.10.2018 05:26:32,,P.S.C. Dalmacija: Split: GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:27:59,17.10.2018 05:35:38,0:07:39,"HRVATSKA: SPLIT, MAGISTRALA-SOLIN",0,519,1
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:27:59,17.10.2018 05:35:38,,P.S.C. Dalmacija: Split: (GM),,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:27:59,17.10.2018 05:35:38,,P.S.C. Dalmacija: Split: GM,,,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 05:54:36,17.10.2018 05:56:31,0:01:55,"HRVATSKA: PRISOJE, SIANE",0,21.917,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 06:01:39,17.10.2018 06:02:11,0:00:32,"HRVATSKA: BRNAZE, D1",0,5.998,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 06:03:34,17.10.2018 06:05:07,0:01:33,"HRVATSKA: SINJ, SPLITSKA",0,1.455,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 06:34:24,17.10.2018 06:42:31,0:08:07,"HRVATSKA: VRLIKA, JADRANSKA CESTA",0,35.265,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 07:22:50,17.10.2018 07:25:33,0:02:43,"HRVATSKA: PALANKA, D1",0,49.711,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 07:27:16,17.10.2018 07:54:51,0:27:35,"HRVATSKA: KOM, D1",0,2.066,
,,,,,,,,,,,,,,,,,,,,
KA 577-GK,Skupaj vozilo:,3:22:18,0,695.567,10,Dan,17.10.2018,1:50:08,0,536.238,7,KA 577-GK,,17.10.2018 09:00:59,17.10.2018 09:00:59,0:00:00,"HRVATSKA: RUDANOVAC, RUDANOVAC",0,95.052,
